timestamp,robot,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz
6.516,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.52,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.524,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.532,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.536,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.54,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.548,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.552,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.556,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.5600000000000005,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.5600000000000005,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.564,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.568,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.568,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.572,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.576,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.58,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.58,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.584,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.588,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.588,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.592,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.596,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.6,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.6,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.604,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.608,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.612,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.612,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.616,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.62,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.624,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.624,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.628,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.632,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.632,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.636,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.64,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.644,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.644,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.648,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.652,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.656,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.664,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.668,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.68,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.684,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.692,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.696,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.7,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.704,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.708,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.712,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.712,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.716,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.72,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.724,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.728,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.728,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.732,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.736,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.74,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.744,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.748,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.748,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.752,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.756,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.76,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.76,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.764,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.768,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.772,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.776,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.776,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.784,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.788,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.796,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.804,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.812,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.82,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.824,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.828,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.832,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.836,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.84,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.84,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.844,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.848,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.852,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.856,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.86,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.86,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.864,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.868,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.872,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.876,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.876,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.88,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.884,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.888,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.892,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.896,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.896,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.9,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.904,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.908,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.916,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.92,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.928,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
6.9399999999999995,robot_1,0.0,0.0,0.0,0.0,0.0,-2.8
