timestamp,robot,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz
2.128,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.376,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.4,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.42,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.44,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.46,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.48,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.5,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.52,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.54,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.56,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.584,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.664,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.684,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.716,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.744,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.8,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.848,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.868,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
11.92,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.156,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.184,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.256,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.268,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.276,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.284,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.296,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.36,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.428,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.796,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
12.884,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
13.028,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
13.216,robot_1,0.0,0.0,0.0,0.0,0.0,0.0
14.184,robot_1,3.0579545224207316,0.0,0.0,0.0,0.0,0.0
14.56,robot_1,3.0579545224207316,0.0,0.0,0.0,0.0,0.0
