timestamp,robot,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz
3.02,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.024,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.032,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.036,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.04,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.044,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.048,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.048,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.052,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.056,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.06,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.06,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.064,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.068,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.076,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.084,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.088,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.092,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.096,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.1,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.1,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.104,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.108,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.112,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.116,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.116,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.12,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.124,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
3.128,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
