timestamp,robot,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz
5.404,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.408,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.416,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.42,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.424,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.428,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.428,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.432,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.436,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.44,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.44,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.444,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.448,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.448,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.452,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.456,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.46,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.4719999999999995,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.476,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.48,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.48,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.484,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.4879999999999995,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.492,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.492,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.496,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.5,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.5,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.504,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.508,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.5120000000000005,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.516,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.524,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.5280000000000005,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.532,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.536,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
5.54,robot_1,2.8,0.0,0.0,0.0,0.0,0.0
