timestamp,robot,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
0.524,robot_1,5.998907964578893,0.7698411186437829,0.008033725302771938,0.00032933559176101117,-0.00026553935174753303,0.7013215873091433,0.7128449005226203,0.028097188797324986,-0.006498801754021792,-0.01159861939302805,0.017556127708916243,-0.03808127063481024,-0.021216081519622378
0.544,robot_1,5.998862371565608,0.769771362161789,0.00802080381520029,0.00022479905816032947,-0.0002205241393389096,0.7011794807238775,0.7129847380177792,-0.001823458858719995,-0.013674203530624991,-0.01950098644967288,-0.024765084621464626,0.004149803561615723,-0.012892969550163037
0.564,robot_1,5.998806443357448,0.7697197028308054,0.00802330902394071,0.0002693995105525539,-0.0001498223622915125,0.7010881624363278,0.7130745357035384,-0.0029600965351571037,-0.007270153178799072,-0.0028470861529883004,0.004458838368863573,0.002554738405529965,-0.012217377865306302
0.584,robot_1,5.9987470143787025,0.7696943588983839,0.008019486257545342,0.00036451431707062515,-0.00012012388241650983,0.7010245656890765,0.7131370211957918,-0.0032963476856405147,0.026653613947969338,-0.009797513351283645,0.00541475442564195,0.014774439164641759,0.01111399446565308
0.604,robot_1,5.998678154887561,0.7696922172573266,0.007995230971443813,0.00028380548189941147,-0.000201846486538057,0.7009872568763552,0.7131737126460895,0.004699797943607144,-0.008262511991420286,-0.011744465172563053,-0.0007724448022246051,-0.04085977566647747,0.011475437722957239
0.624,robot_1,5.998598062979024,0.7697305405365369,0.00800636408486875,0.00037679181913493774,-0.0003623966614466315,0.7009200449119294,0.7132396633230963,-0.004145521590713357,0.011388257037259293,0.004215429599310665,0.0601631044636518,-0.00038196505228686034,-0.020647296019330796
0.644,robot_1,5.9985133947572375,0.7697683703849854,0.008021784333861415,0.00034681601206354353,-0.0003449016990301114,0.7008549932077488,0.7133036094519909,-0.013264967678051187,0.00539734050144732,-0.0071574617712262655,0.027999740548414642,-0.0007303275068775116,-0.010998242760132783
0.664,robot_1,5.998446477491919,0.7698372708198777,0.007983572425295474,0.00036624761170784425,-0.0003125033679521264,0.7007794538991808,0.7133778278003164,0.01022177032984343,0.0067410983017383,-0.022473575235827655,0.03372467900102069,-0.028764592040311246,-0.0061369119371788
0.684,robot_1,5.998387344425996,0.7699172269263789,0.008026643029233338,0.0002788478880210458,-0.00020577952382966818,0.7007559073134885,0.7134010360686986,-0.02221484168532597,0.002872963356700325,0.015420833710961672,-0.01069184386297278,0.006669071735054448,0.01878159841813406
0.704,robot_1,5.998340884519756,0.7700097129670441,0.008013485957105722,0.00038595838778839845,-0.0002380968697446737,0.7007272339999002,0.7134291400530628,0.006235189569147332,0.008804271246010718,-0.0204459225997429,0.0372688429206718,0.014791472720805492,0.002088599785584228
